GAZP,SBER,SBERP,LKOH,GMKN,YNDX,NVTK,TATN,TATNP,ROSN,SNGS,SNGSP,MGNT,FIVE,MTSS,POLY,ALRS,CHMF,PLZL,IRAO,NLMK,VTBR,MOEX,PHOR,TRNFP,MAGN,RTKM,RUAL,AFLT,PIKK,HYDR,FEES,AFKS,LSRG,CBOM,UPRO,DSKY,LNTA,SFIN,RNFT,MVID,DJ.W1FIN,DJ.W1IDU,NASDAQCOMP,EURUSD,USDCNY,NYMEX.NG,INDUSDX,ICE.BRN,LME.Alum,LME.Nickel,comex.GC,comex.SI,D&J-IND,RTSI
163.558,196.5,171.008,5199.3,12749.4,1945.6,1132.22,766.96,549.24,436.2,28.182,38.383,3643.4,71.112,244.88,676.38,99.154,962.1,4762.6,4.042,159.416,0.037,89.49,2560.6,171120.0,46.202,71.112,28.791,107.296,352.48,0.511,0.158,8.391,665.6,5.096,2.742,5199.3,233.8,14.54,14.54,401.96,125.978,150.9,7189.362,1.137,6.879,4.454,96.893,61.22,1964.2,11072.0,1243.233,14.547,25048.376,1151.014
157.456,189.784,167.762,5154.8,12927.6,1878.5,1106.48,744.2,531.64,421.96,27.992,38.031,3635.6,71.196,230.67,690.62,96.946,940.44,4953.3,3.892,154.924,0.036,85.75,2487.6,169170.0,46.759,71.196,27.258,101.928,353.78,0.498,0.154,8.019,646.08,5.106,2.722,5154.8,202.18,14.032,14.032,398.64,121.517,145.757,7026.332,1.134,6.895,4.245,97.138,60.702,1934.9,10841.0,1248.917,14.718,24404.556,1128.568
152.358,186.768,165.106,4934.7,13183.4,1868.7,1121.06,717.12,502.4,415.39,27.632,38.966,3634.7,71.264,240.21,723.3,98.144,958.42,5144.0,3.892,153.54,0.036,83.89,2469.2,166280.0,43.388,71.264,27.97,101.772,358.94,0.484,0.152,7.99,612.32,5.098,2.54,4934.7,211.22,14.156,14.156,405.2,118.303,141.306,6607.175,1.137,6.897,3.687,96.483,56.632,1918.6,10929.0,1252.767,14.714,23180.233,1095.952
150.388,184.8,164.398,4897.5,12867.667,1871.083,1109.967,717.417,494.683,419.408,26.623,38.908,3476.833,71.837,235.033,734.3,97.455,931.117,5301.417,3.874,153.8,0.034,81.378,2505.167,164625.0,42.142,71.837,29.223,101.1,374.15,0.482,0.149,7.93,594.867,5.148,2.564,4897.5,210.75,14.413,14.413,398.367,115.804,137.496,6477.415,1.14,6.881,3.514,96.203,53.138,1863.5,10778.333,1275.15,15.063,22718.735,1060.38
157.715,188.99,166.355,5040.75,13031.5,1887.75,1128.5,734.75,520.45,428.125,26.915,38.975,3588.0,73.055,244.55,747.6,100.77,941.95,5293.0,3.973,156.51,0.034,84.245,2537.5,170925.0,43.172,73.055,30.74,101.3,374.95,0.49,0.148,8.142,604.3,5.171,2.61,5040.75,212.5,14.34,14.34,406.3,118.446,140.749,6625.882,1.141,6.869,2.994,95.902,55.028,1841.0,10868.75,1288.283,15.627,23199.053,1102.415
159.925,195.447,169.163,5112.75,13284.25,1963.625,1125.275,726.0,507.125,429.5,27.286,38.805,3758.875,72.808,252.712,737.325,101.75,966.95,5309.875,3.949,153.13,0.035,85.082,2517.0,169337.5,44.626,72.808,30.155,103.24,373.6,0.497,0.152,8.313,627.85,5.168,2.601,5112.75,214.35,14.175,14.175,404.125,121.748,145.841,6927.018,1.147,6.803,3.025,95.266,59.508,1855.0,11259.0,1289.95,15.721,23839.963,1137.37
158.366,201.564,173.616,5180.4,13319.8,2002.0,1128.42,728.62,516.42,421.77,27.975,40.566,3997.5,72.396,254.46,731.44,103.672,955.28,5369.4,3.927,151.412,0.036,90.128,2564.6,170170.0,44.07,72.396,30.605,107.532,363.4,0.512,0.155,8.657,616.8,5.158,2.671,5180.4,222.56,14.42,14.42,406.76,124.464,148.718,7041.227,1.141,6.766,3.437,95.547,60.937,1849.0,11602.0,1289.767,15.582,24252.627,1156.332
160.084,209.944,180.636,5200.6,13343.6,2078.1,1115.14,768.34,539.24,416.32,27.707,41.011,4217.4,73.286,261.5,729.24,100.958,945.02,5375.4,3.856,149.252,0.037,93.358,2570.2,169290.0,44.544,73.286,31.456,105.504,361.92,0.507,0.16,9.48,636.96,5.219,2.697,5200.6,225.42,14.52,14.52,402.96,126.434,151.031,7071.112,1.137,6.777,3.196,95.547,61.725,1885.8,11760.0,1284.533,15.396,24568.465,1181.512
163.012,214.128,183.592,5236.1,13423.6,2177.04,1132.32,802.42,556.4,412.62,27.401,40.605,4157.4,72.836,260.15,741.7,98.24,979.78,5497.0,3.853,152.564,0.038,92.104,2570.6,171770.0,44.109,72.836,29.319,106.728,356.48,0.508,0.164,9.549,656.52,5.313,2.756,5236.1,220.02,14.268,14.268,401.08,127.619,153.21,7168.532,1.144,6.73,2.861,95.547,61.342,1890.5,12297.0,1314.65,15.899,24838.159,1198.992
162.17,214.276,183.834,5403.4,13632.0,2212.48,1133.08,801.84,564.22,416.84,27.218,40.729,4055.7,72.396,261.63,734.46,99.17,1025.0,5492.5,3.829,158.728,0.038,91.334,2519.6,172790.0,43.96,72.396,30.806,102.044,356.02,0.527,0.165,9.733,650.16,5.481,2.771,5403.4,218.18,14.58,14.58,402.24,128.123,155.369,7342.29,1.138,6.743,2.658,96.305,62.313,1904.9,12938.0,1315.65,15.787,25264.263,1210.05
159.686,211.886,181.48,5399.2,13704.8,2229.64,1101.68,776.06,558.1,404.99,26.616,40.307,3969.9,72.734,255.73,730.38,97.54,1023.28,5295.6,3.878,156.4,0.037,89.662,2501.8,170650.0,43.054,72.734,32.7,101.52,352.34,0.521,0.165,9.687,645.84,5.488,2.78,5399.2,215.86,14.448,14.448,403.82,127.969,156.905,7408.453,1.13,6.767,2.615,96.735,63.443,1860.6,12374.0,1316.0,15.686,25469.816,1188.28
154.606,204.364,176.594,5469.3,13976.8,2140.36,1108.84,788.16,562.52,401.76,26.504,40.196,3933.6,72.64,250.71,755.88,95.974,1002.76,5410.1,3.855,155.94,0.036,89.448,2516.2,170080.0,43.128,72.64,31.522,100.18,354.92,0.508,0.166,9.74,647.28,5.437,2.7,5469.3,210.84,14.14,14.14,406.8,129.761,160.349,7490.772,1.133,6.73,2.666,96.525,66.75,1881.6,12775.0,1333.133,15.864,25932.926,1186.416
156.412,206.28,178.576,5533.1,14306.0,2200.52,1095.84,784.64,551.66,398.59,25.992,40.428,3857.0,72.96,252.28,764.54,96.03,1031.2,5417.7,3.917,158.62,0.036,90.712,2543.2,169600.0,44.536,72.96,31.921,98.116,359.68,0.503,0.168,9.783,641.4,5.468,2.723,5533.1,203.56,14.128,14.128,407.16,130.597,161.591,7557.23,1.137,6.697,2.808,96.183,65.953,1911.5,13041.0,1320.033,15.699,26016.36,1192.256
153.425,204.342,178.032,5639.75,14112.0,2333.75,1085.45,762.825,547.375,399.562,25.344,40.172,3867.25,72.755,256.125,736.7,92.63,1031.35,5159.25,3.876,164.77,0.035,93.092,2535.5,164350.0,43.679,72.755,32.304,98.105,353.6,0.495,0.166,9.864,644.2,5.585,2.695,5639.75,195.525,14.055,14.055,405.4,129.615,159.647,7497.891,1.128,6.71,2.858,96.892,65.695,1866.7,13373.0,1291.35,15.176,25645.508,1184.267
152.756,204.712,179.138,5603.3,14101.6,2340.52,1075.0,736.82,531.32,399.36,24.383,39.834,3789.6,72.7,258.83,747.7,94.994,1021.2,5363.2,3.865,165.548,0.036,92.108,2495.2,165340.0,44.863,72.7,30.873,100.512,353.08,0.501,0.167,9.896,643.68,5.936,2.651,5603.3,190.8,13.868,13.868,404.52,130.032,159.054,7622.48,1.129,6.713,2.808,96.865,66.848,1886.9,13013.0,1300.35,15.354,25694.316,1185.58
155.01,208.342,183.078,5723.0,14304.0,2295.32,1065.8,763.58,549.88,404.88,24.81,40.208,3751.8,73.174,263.34,737.66,96.162,1019.64,5416.6,3.834,168.592,0.037,90.562,2432.6,177110.0,45.389,73.174,29.874,98.512,353.86,0.508,0.167,9.831,650.76,5.941,2.578,5723.0,204.92,14.356,14.356,406.96,131.221,160.671,7729.804,1.134,6.708,2.809,95.875,67.57,1921.1,13101.0,1308.617,15.415,25803.267,1222.094
150.498,215.118,188.906,5834.6,13922.0,2297.8,1073.84,752.04,550.66,406.66,24.637,40.31,3700.9,72.776,258.32,737.12,93.78,1017.0,5391.5,3.788,168.296,0.036,90.824,2369.4,176580.0,45.199,72.776,28.743,96.624,353.48,0.502,0.166,9.688,664.32,5.96,2.572,5834.6,218.2,14.552,14.552,407.02,128.704,159.454,7674.138,1.125,6.719,2.722,96.426,67.23,1901.2,12996.0,1308.217,15.294,25690.125,1214.19
156.802,220.856,193.77,5896.0,14192.0,2267.88,1063.72,740.2,553.92,419.92,25.299,40.962,3672.3,72.864,259.38,721.7,93.572,1044.72,5283.5,3.675,173.616,0.036,91.508,2391.8,174690.0,45.366,72.864,28.41,98.508,366.44,0.506,0.164,9.213,632.32,5.972,2.57,5896.0,228.5,15.168,15.168,406.94,131.676,164.4,7880.726,1.122,6.715,2.675,96.85,69.313,1892.5,13171.0,1295.317,15.099,26293.948,1220.124
160.648,238.468,204.304,5696.8,14367.2,2373.52,1084.6,755.08,581.32,425.16,25.37,40.491,3584.2,73.884,260.26,701.22,94.388,1036.84,5020.6,3.739,172.08,0.036,91.61,2368.8,168550.0,44.624,73.884,28.087,97.952,357.36,0.511,0.167,9.151,634.28,5.973,2.611,5696.8,229.58,15.48,15.48,406.88,132.53,165.37,7952.196,1.127,6.711,2.69,96.697,71.118,1868.3,13121.0,1301.75,15.09,26241.708,1249.926
161.786,234.146,202.7,5599.1,14514.0,2440.44,1103.84,747.7,580.52,433.64,25.047,39.906,3553.8,73.676,258.91,681.14,95.458,1040.92,4937.8,3.786,172.032,0.036,91.312,2377.8,168400.0,44.122,73.676,28.502,98.412,359.1,0.531,0.166,9.089,653.12,5.965,2.668,5599.1,227.3,16.104,16.104,409.54,134.219,167.395,7992.763,1.127,6.703,2.563,96.721,71.632,1861.2,12827.0,1282.28,14.933,26462.521,1258.21
161.36,231.612,202.762,5693.3,14492.8,2404.0,1168.88,750.24,588.66,438.47,24.802,39.647,3626.5,73.894,258.48,671.36,95.408,1050.36,4987.2,3.928,172.236,0.036,91.34,2380.8,168870.0,44.173,73.894,28.666,96.836,367.52,0.541,0.166,9.032,657.48,5.947,2.636,5693.3,228.42,15.588,15.588,419.58,134.009,167.705,8100.498,1.119,6.722,2.506,97.456,73.36,1863.125,12398.75,1279.55,14.935,26554.877,1262.052
164.975,228.898,200.725,5516.75,14337.5,2406.0,1204.35,758.0,634.475,427.325,24.704,39.303,3722.875,74.668,258.712,675.1,94.915,1052.95,5045.0,3.929,171.66,0.036,91.34,2366.25,168000.0,44.619,74.668,27.435,96.715,369.2,0.54,0.165,8.851,664.75,5.946,2.612,5516.75,232.325,15.18,15.18,421.45,134.984,167.751,8104.005,1.119,6.733,2.586,97.453,71.247,1815.0,12236.0,1280.55,14.869,26478.93,1247.448
164.21,230.322,201.97,5376.125,14145.5,2378.65,1202.15,736.025,624.425,420.288,24.656,39.278,3766.125,75.605,258.9,672.4,95.71,1023.4,5024.25,3.857,168.145,0.035,92.778,2328.0,165600.0,44.854,75.605,26.407,94.145,375.55,0.536,0.166,8.704,658.4,5.967,2.627,5376.125,233.0,15.185,15.185,419.6,132.769,164.435,7972.035,1.12,6.789,2.573,97.264,69.583,1809.625,11935.0,1285.517,14.863,26029.205,1232.572
189.974,227.184,200.188,5199.7,13774.8,2342.92,1197.84,689.18,587.8,415.37,24.143,38.863,3730.7,78.576,254.77,669.94,92.924,977.88,4948.7,3.963,158.34,0.035,85.03,2313.4,157460.0,43.204,78.576,24.963,91.32,383.94,0.529,0.167,8.662,664.08,5.96,2.582,5199.7,232.16,16.044,16.044,418.9,149.932,196.302,7783.222,1.119,6.881,2.629,97.424,70.367,1837.5,11992.0,1290.267,14.668,25627.213,1242.422
206.012,231.664,202.514,5261.0,13562.0,2394.68,1271.12,702.52,580.94,415.64,24.231,40.384,3602.2,80.138,254.99,679.02,89.854,995.4,4893.8,4.01,161.216,0.036,84.082,2353.2,153840.0,44.296,80.138,23.749,90.916,382.96,0.543,0.175,8.989,681.12,5.96,2.502,5261.0,230.7,17.512,17.512,421.86,149.926,194.512,7700.847,1.118,6.906,2.609,97.759,69.628,1792.4,12064.0,1277.45,14.458,25682.867,1276.532
208.934,233.716,206.0,5211.7,13695.2,2350.24,1312.32,725.32,581.14,433.24,24.698,40.643,3665.4,78.11,256.84,685.4,88.71,1031.12,5050.8,4.051,170.468,0.037,84.32,2421.0,159440.0,44.642,78.11,24.138,91.444,384.58,0.54,0.175,9.172,685.84,6.012,2.497,5211.7,232.14,17.436,17.436,419.08,148.582,192.068,7543.894,1.116,6.903,2.567,97.766,65.967,1793.5,12068.75,1288.783,14.483,25115.623,1281.76
231.526,241.624,213.488,5163.4,13798.0,2365.72,1296.84,758.94,593.9,428.51,25.17,40.673,3844.5,77.492,260.75,722.5,89.07,1043.2,5324.5,4.044,172.392,0.038,86.098,2446.8,160090.0,44.993,77.492,23.815,96.224,369.14,0.551,0.178,9.183,698.6,5.978,2.499,5163.4,221.1,17.476,17.476,425.3,149.975,195.175,7558.653,1.126,6.906,2.391,97.112,61.007,1772.0,11738.0,1332.133,14.805,25480.086,1314.384
233.228,241.045,210.683,5201.75,14358.5,2471.7,1307.95,767.95,614.05,418.725,25.181,41.108,3719.5,77.888,268.587,725.325,87.423,1092.95,5590.5,4.319,179.11,0.04,89.397,2428.0,160350.0,46.183,77.888,24.977,96.71,369.325,0.592,0.186,9.291,730.8,5.967,2.5,5201.75,214.575,16.885,16.885,425.325,151.803,198.869,7814.5,1.129,6.919,2.364,96.917,61.412,1777.1,11827.0,1338.9,14.801,26063.36,1341.767
231.202,240.424,207.428,5264.6,14505.6,2473.48,1304.4,774.56,625.44,413.58,25.521,41.234,3759.8,80.422,275.18,735.68,89.124,1084.28,5650.0,4.865,174.756,0.04,89.776,2447.4,159610.0,45.794,80.422,25.821,99.576,369.88,0.607,0.2,9.569,747.28,5.968,2.557,5264.6,206.76,16.88,16.88,427.08,132.907,165.386,7973.726,1.127,6.891,2.299,96.636,62.578,1773.1,12055.0,1372.017,15.117,26511.769,1365.5
232.6,239.086,206.294,5324.6,14191.2,2416.84,1312.2,770.3,635.04,414.82,26.173,41.841,3759.9,80.492,283.38,790.8,88.182,1085.52,5884.4,4.706,167.232,0.04,89.796,2493.0,163530.0,45.369,80.492,25.87,101.428,373.06,0.601,0.202,9.655,784.36,5.965,2.605,5324.6,205.64,17.368,17.368,426.06,133.428,166.96,7954.708,1.137,6.872,2.284,95.672,65.122,1803.9,12483.0,1416.983,15.318,26588.722,1384.63
249.998,242.268,208.548,5404.1,14363.6,2491.04,1305.64,768.12,652.84,419.2,26.711,43.455,3789.8,79.724,283.72,806.94,85.78,1068.2,5976.1,4.724,158.236,0.041,93.036,2483.2,167100.0,44.804,79.724,26.36,105.512,373.92,0.613,0.204,10.904,789.84,6.002,2.669,5404.1,205.12,17.112,17.112,428.92,135.791,169.099,8133.069,1.128,6.874,2.303,96.346,64.192,1794.8,12330.0,1410.217,15.252,26848.964,1402.34
248.318,241.624,207.824,5325.9,14253.6,2502.24,1311.4,746.14,631.1,420.22,26.952,42.889,3899.9,79.67,268.8,786.64,83.95,1063.08,6253.6,4.586,155.236,0.044,95.122,2417.6,169040.0,44.596,79.67,27.07,108.192,375.6,0.582,0.202,11.768,760.2,5.956,2.647,5325.9,213.02,16.932,16.932,430.6,136.068,167.141,8176.566,1.124,6.879,2.423,96.793,65.557,1824.8,13034.0,1408.133,15.16,26974.899,1397.76
226.56,234.456,204.258,5188.3,14571.6,2521.2,1289.32,734.1,625.16,419.47,26.491,36.922,3856.1,81.724,264.68,777.98,79.568,1050.96,6388.3,4.568,155.596,0.043,93.482,2377.0,164170.0,44.119,81.724,27.049,107.992,381.42,0.577,0.179,11.715,757.64,5.95,2.591,5188.3,215.74,16.912,16.912,429.78,135.922,167.595,8214.921,1.123,6.878,2.335,96.681,64.358,1846.4,14315.0,1421.65,15.834,27259.282,1366.128
219.948,231.386,202.394,5134.8,14590.0,2491.48,1312.08,739.58,641.9,425.7,26.392,31.122,3786.3,82.646,264.95,791.4,80.266,1041.28,6438.9,4.545,154.46,0.043,91.374,2378.2,158540.0,44.199,82.646,28.473,107.632,383.78,0.566,0.181,11.711,761.56,5.964,2.592,5134.8,215.42,16.792,16.792,426.24,135.581,168.341,8270.987,1.116,6.876,2.253,97.308,63.35,1818.4,14232.0,1420.433,16.408,27225.817,1344.296
234.584,230.52,201.172,5155.3,14468.0,2486.4,1321.2,741.2,669.98,419.09,26.917,31.583,3760.2,82.78,264.52,775.14,80.93,1020.24,6473.7,4.479,149.98,0.043,92.662,2382.0,157010.0,42.399,82.78,29.155,107.056,395.08,0.566,0.183,11.952,766.28,5.961,2.678,5155.3,212.84,16.628,16.628,425.0,133.852,166.44,8171.233,1.111,6.897,2.165,97.935,63.078,1793.4,14429.0,1434.117,16.341,26871.321,1341.226
227.842,223.02,195.672,5227.7,14651.6,2405.92,1300.56,732.04,660.8,407.21,26.15,31.675,3567.0,81.956,259.18,817.6,76.586,985.6,6897.5,4.194,144.452,0.041,94.84,2452.2,155460.0,40.167,81.956,28.35,106.232,391.12,0.552,0.179,11.831,751.96,5.955,2.671,5227.7,214.32,16.852,16.852,429.74,129.462,160.718,7884.392,1.119,7.022,2.102,97.476,58.747,1768.4,15351.0,1496.017,16.816,26084.873,1290.994
227.814,218.446,191.7,5145.2,14852.4,2394.28,1259.0,716.9,638.06,403.37,26.188,31.968,3587.3,81.654,257.11,852.62,72.268,948.48,7138.4,4.188,140.864,0.039,93.718,2504.6,153660.0,39.034,81.654,26.011,110.884,378.64,0.544,0.173,11.124,724.48,5.954,2.649,5145.2,217.68,16.644,16.644,426.38,127.712,159.191,7863.264,1.116,7.042,2.161,97.673,58.93,1784.1,15942.0,1521.85,17.119,25825.106,1268.318
230.194,218.204,190.824,5260.6,15174.0,2414.72,1270.64,717.64,625.94,406.78,25.79,31.625,3568.7,81.342,256.15,884.56,71.182,949.52,7254.8,4.091,140.86,0.039,92.43,2458.4,147840.0,38.507,81.342,26.213,109.7,383.08,0.542,0.17,11.084,712.76,5.889,2.657,5260.6,220.54,16.088,16.088,444.66,128.042,160.123,7942.947,1.11,7.065,2.18,98.032,59.675,1777.6,15765.0,1514.783,17.054,26037.299,1268.678
229.946,220.078,192.618,5226.4,15560.4,2432.4,1277.64,724.3,630.82,406.04,26.375,31.87,3573.7,81.048,263.86,956.24,72.658,968.12,7551.6,4.233,144.82,0.038,94.664,2495.4,151000.0,40.3,81.048,26.222,109.308,383.76,0.54,0.172,11.475,736.48,5.901,2.695,5226.4,218.82,16.42,16.42,445.84,127.499,159.641,7894.768,1.108,7.144,2.233,98.108,59.177,1755.0,16566.25,1541.95,18.102,26096.553,1274.364
233.814,227.518,198.704,5479.0,16385.6,2491.32,1315.56,746.08,652.32,415.65,33.764,36.306,3612.4,80.568,270.74,956.02,75.07,994.92,7532.4,4.298,145.56,0.041,95.246,2537.6,154310.0,41.192,80.568,27.301,106.184,385.9,0.551,0.183,11.942,752.04,5.959,2.724,5479.0,223.18,16.448,16.448,453.2,129.65,163.005,8017.735,1.1,7.151,2.382,98.609,59.788,1769.5,17877.0,1535.617,18.812,26500.67,1324.384
233.66,232.918,204.41,5464.6,15897.6,2458.48,1283.52,744.08,669.14,416.02,35.285,36.132,3591.0,79.194,269.46,928.36,75.624,1011.56,7416.3,4.518,148.832,0.042,96.084,2562.8,155240.0,41.443,79.194,27.714,106.28,388.7,0.543,0.185,12.375,750.16,5.934,2.715,5464.6,221.56,16.396,16.396,450.36,133.368,166.997,8142.49,1.104,7.103,2.573,98.332,61.495,1808.9,17931.0,1503.15,18.015,27057.704,1353.75
232.57,234.698,206.796,5475.7,15971.6,2415.12,1324.04,751.92,675.48,427.82,36.171,37.934,3640.9,79.056,270.7,916.52,76.546,983.52,7731.1,4.756,146.884,0.042,96.356,2575.0,152710.0,41.199,79.056,28.284,102.34,393.14,0.544,0.187,12.665,752.36,5.923,2.664,5475.7,218.72,16.3,16.3,434.76,134.387,168.06,8162.089,1.104,7.084,2.616,97.957,65.617,1790.6,17246.0,1511.083,17.94,27073.826,1383.038
229.494,228.486,202.604,5378.7,16306.4,2320.28,1349.84,724.02,658.08,424.76,34.929,37.135,3575.6,78.72,266.61,925.52,72.978,947.4,7695.1,4.529,141.964,0.042,95.21,2471.4,151150.0,39.637,78.72,28.6,102.488,392.52,0.53,0.182,12.829,732.44,5.825,2.631,5378.7,218.04,15.944,15.944,425.38,133.723,166.032,8031.007,1.097,7.117,2.483,98.421,62.668,1756.1,17258.0,1520.067,18.185,26888.876,1358.722
224.15,224.908,199.526,5405.0,16514.4,2267.96,1301.4,685.78,618.84,417.12,35.451,36.965,3481.8,78.698,263.57,908.54,74.674,903.52,7509.7,4.351,137.04,0.042,92.89,2487.6,150100.0,37.872,78.698,28.216,101.784,394.4,0.511,0.182,12.416,715.84,5.762,2.669,5405.0,216.62,15.024,15.024,405.46,131.553,163.276,7905.179,1.095,7.143,2.326,98.748,58.917,1723.5,17483.0,1497.183,17.438,26469.544,1319.138
224.922,228.018,200.714,5346.9,16080.0,2223.28,1315.64,695.72,633.86,415.96,36.358,37.38,3291.5,78.992,267.2,924.96,72.084,883.84,7512.2,4.37,130.396,0.041,90.272,2515.2,153510.0,37.091,78.992,27.343,100.044,369.28,0.504,0.181,12.504,712.32,5.761,2.667,5346.9,215.6,14.86,14.86,391.54,131.048,162.574,7938.327,1.099,7.128,2.265,98.543,58.888,1742.1,17524.0,1504.333,17.635,26461.159,1320.934
227.14,231.57,203.908,5639.3,16107.6,1956.08,1342.24,704.76,629.04,414.53,36.261,37.786,3212.1,79.144,267.04,949.62,71.732,882.88,7233.3,4.402,128.268,0.042,92.108,2495.0,160060.0,36.711,79.144,27.126,104.204,336.8,0.504,0.183,12.996,709.88,5.77,2.664,5639.3,214.82,14.732,14.732,409.9,134.283,166.456,8113.587,1.108,7.08,2.316,97.712,59.463,1728.1,16625.0,1492.767,17.542,26922.953,1341.67
238.15,239.412,213.07,5974.4,16728.4,2063.28,1344.28,743.86,648.7,418.6,40.613,38.924,3206.4,79.192,272.43,989.32,71.686,876.12,7207.7,4.568,125.528,0.043,92.93,2447.2,162450.0,36.172,79.192,27.285,103.52,335.94,0.513,0.184,13.793,714.28,5.807,2.669,5974.4,211.7,14.648,14.648,417.6,136.283,168.434,8163.198,1.113,7.071,2.294,97.269,60.342,1724.0,16596.0,1496.917,17.697,26843.562,1396.024
256.578,237.588,214.208,5905.3,17985.6,2134.52,1358.08,753.06,656.0,428.73,44.361,38.093,3217.2,79.026,286.41,1029.12,73.394,891.96,7364.2,4.362,126.468,0.043,94.936,2427.8,165660.0,36.795,79.026,28.675,105.092,342.4,0.51,0.184,14.378,713.04,5.769,2.651,5905.3,206.34,14.636,14.636,424.56,137.075,171.262,8315.081,1.113,7.054,2.584,97.317,60.925,1757.3,16725.0,1503.45,17.951,27149.409,1429.246
266.68,240.055,217.35,6080.375,18417.5,2183.75,1372.75,785.025,665.675,455.913,46.57,38.381,3339.875,79.135,295.363,1010.2,75.605,919.6,7400.75,4.521,131.12,0.045,99.725,2462.25,169700.0,38.404,79.135,29.391,106.19,344.55,0.532,0.19,14.915,737.3,5.56,2.648,6080.375,209.0,14.5,14.5,476.2,138.554,174.443,8437.667,1.108,7.007,2.817,97.685,62.258,1807.7,16249.0,1488.283,17.502,27561.599,1471.77
253.16,239.216,216.502,6075.3,17656.4,2198.16,1343.64,773.36,669.0,457.77,47.604,38.283,3316.2,81.12,298.68,970.48,77.044,889.4,7109.3,4.581,128.004,0.047,100.006,2449.6,175700.0,38.04,81.12,28.853,104.72,354.42,0.532,0.191,15.009,767.68,5.61,2.683,6075.3,206.8,14.236,14.236,492.12,138.022,175.136,8490.463,1.102,7.01,2.653,98.092,62.532,1765.8,15336.0,1463.017,16.877,27791.622,1446.888
249.7,237.952,215.368,6091.8,17546.0,2532.96,1308.24,758.8,675.9,451.95,46.441,37.49,3294.7,80.406,304.04,965.62,76.628,897.8,6967.2,4.532,127.572,0.046,102.318,2426.2,173800.0,38.149,80.406,28.327,105.244,364.44,0.533,0.194,15.991,765.32,5.687,2.688,6091.8,205.78,14.496,14.496,489.72,138.208,175.283,8534.685,1.106,7.027,2.584,97.853,62.682,1740.2,14578.0,1469.667,17.041,27887.59,1450.644
254.926,235.276,214.278,6097.1,17202.8,2650.08,1279.64,748.86,687.98,448.08,44.688,36.538,3253.9,80.742,306.11,959.26,77.438,910.72,6814.8,4.421,128.92,0.046,105.44,2433.2,170290.0,38.838,80.742,28.168,104.72,381.08,0.534,0.196,15.521,760.76,5.859,2.708,6097.1,205.4,14.476,14.476,490.18,138.893,176.305,8662.767,1.101,7.033,2.499,98.228,62.715,1758.5,14209.0,1460.517,16.969,28101.839,1442.858
